X,Y
-3.432301118954139141e-01,5.861712795870314130e-01
-6.337317715734598345e-01,9.197703848856068898e-02
6.386483732459566354e-02,3.422117062959786904e-02
5.488322399287549613e-01,3.578443934336016791e-02
3.687266596937203711e-01,-3.575683065349791190e-01
1.730885362553822859e-01,-5.618275493162083745e-01
3.138341993368872207e-01,6.104501309099745754e-01
-4.913845890704669483e-01,-4.392082031073373249e-01
