PCA1,PCA2,mode
-0.46827011256443707,2.097876672085318,Major
0.3719901184220813,-0.6365635069450221,Minor
-0.12019888024291529,-0.46128736892338296,Minor
1.975019111308762,-0.27229339146756343,Major
-2.0187696301695954,-0.2286877819062545,Major
-0.32531966620385694,0.5226838483740472,Major
-1.1864671754596465,-0.2012196665072479,Minor
-0.17489547862990867,0.7705637649572095,Minor
0.1766618236347937,0.36858057059446403,Minor
2.9854619511360285,0.06026995834182982,Major
-0.6264764763923022,-0.6791099229886058,Major
-0.748925909898495,0.9904497928248367,Major
-0.3138222186988887,0.10126810546271582,Major
0.29286540704974967,-1.9097771692458554,Minor
0.24136138365701956,1.0165824917069153,Minor
-1.8968930095890357,-0.5222483725938432,Minor
-2.29768496992952,0.2312239555087954,Minor
1.2984418295445965,-0.18931522480518553,Major
-0.6001112105141838,-0.5114191823681342,Minor
-0.5662952664676394,1.2410845800696662,Major
-1.087009561300315,0.6642506622528869,Major
0.0762574890243399,0.904383545611684,Major
0.15964692544805498,-0.8386502536587136,Major
-0.8149455953902016,-0.5303036444172655,Major
-1.960407301023527,0.7068453342640774,Major
-0.678857976803299,1.3476612077806736,Major
4.320085243688074,-0.10811459822396603,Minor
-0.870068524515047,0.26298011703441493,Major
-1.892277067715651,0.5871907365478024,Minor
-0.9008058281188872,-0.3615982615067204,Minor
0.7033157843916409,1.8157470618941693,Major
-0.1458988896916775,-0.4486871387795256,Minor
-0.08038041696733127,1.5818414721364702,Major
1.5694850491610866,0.13680723732261763,Major
-0.140380512145354,-1.3061747723612473,Minor
-1.2729954234045169,-0.9029347956812068,Minor
1.5388979923164756,0.274744273568291,Major
1.5782918708720768,1.0672053121355167,Major
-1.825508920443583,0.020599099671523378,Minor
0.4934749479782623,-1.5537379113115848,Minor
-0.8884827287181711,-1.8539985243479182,Minor
-1.6262752114247698,0.021690324100469872,Major
-2.3210058529445288,-0.4605888385032106,Major
0.9237924541459038,-0.9341807843633183,Minor
-0.06237705217157967,1.6986517566166037,Minor
1.09091847178382,1.679475276994598,Major
2.6733041870070213,0.04183520102912467,Major
-1.7600544762122854,-0.39678066054387373,Minor
-2.1355771922986486,-0.42363150900311003,Minor
-0.7045878108090817,-0.7742767163324422,Major
-1.3435531522610553,0.29558440427609195,Major
-0.40884002150849164,0.3727342081059156,Major
-1.3693613243625675,0.6622411407683646,Major
0.1311328198510028,1.4825407840157585,Major
-0.010893053669756958,0.7597084252220596,Major
-0.33239045173171494,0.6405928838886803,Minor
-0.13655378286504408,1.7563547108088573,Major
-0.17632450894980956,0.42803128125685,Minor
-2.007068468013437,-0.05115817011414992,Minor
-1.369867997668545,-1.0541459424439967,Major
-0.42817198495502284,0.8329729792947361,Major
1.1545255764952869,1.9867790082052745,Major
-1.428083362739685,1.8114183578981786,Major
-0.46191183836966265,-0.2825268484130142,Minor
0.4873646445967312,-1.530943158715787,Major
3.736360207985699,2.0724484036797306,Major
-1.0338347171192848,0.4722186407283606,Major
3.11348002997566,-0.8968331130650317,Major
1.296093239313742,-0.3715312986673473,Minor
1.0300651971125119,0.8210018772240437,Minor
0.8835931469130706,0.5553971302557438,Major
1.1089459588922348,2.7458909300083527,Major
-1.6713041168492608,1.9463538746257296,Major
0.1938371927667894,-0.450310355293794,Major
-1.778228881486279,1.2224605537973612,Major
-0.861946588907924,-0.4036384840567116,Major
-0.07126354351997882,2.059910322612287,Major
-0.6226506463845026,-1.7762461272793097,Minor
1.8354791776285015,-0.9086525764675742,Major
0.19145753905035484,-0.3404100480616044,Major
1.7514770376447102,0.28931786512936736,Major
1.4989973821711378,1.8418548962552825,Major
1.7409658185902217,1.059339763993219,Major
0.05071161318840267,0.04111438766703027,Minor
1.2891189926156577,0.7715988446992191,Major
-0.6857205361147056,-0.12118262535826471,Major
-0.7842717855192592,0.8388589486002203,Major
1.2358930531742718,0.08961474183481648,Minor
0.2731390575343452,0.25660803857157827,Major
-0.3792426959385622,0.7452143521657507,Major
0.0064676916255725445,-0.1186232457433447,Minor
-1.0428920195838953,1.687585864457421,Minor
1.8453375306600164,0.18476648004973298,Minor
-1.0653194531049777,0.06648688441960894,Major
-1.211283173483934,-0.5614982444147879,Minor
-0.6518243614506243,1.8941948274307028,Minor
-0.2402926229964646,-0.05251759943608582,Minor
-1.6896581040118466,0.3194448364925685,Minor
1.4269981108396879,0.5800149149769862,Minor
0.4662177724787138,-0.4011225939906265,Minor
1.7720868064778883,-1.2944981170264023,Major
-1.4827423726108322,0.06656910576598539,Minor
1.1932514593770116,-0.3595718858112331,Major
-1.9172795174692612,-1.806898107295672,Minor
-0.2723296777493225,1.0963956546988323,Major
-0.47933969812853805,-0.7978600497793852,Major
1.792541217080753,-0.39659690074658804,Major
-0.4561869517819938,-2.3360358927824354,Major
1.9165075175348874,-0.9726580805887536,Major
-0.7691100688933974,-1.33073526537947,Minor
0.10301636212624328,-0.6424536080443938,Minor
-0.3945819123963134,-0.9994128543277455,Minor
0.32183620564963067,-0.02613357966258242,Minor
0.3357675209307581,-0.8083566078151427,Major
0.3571099240107634,0.4820587693179589,Major
-0.6877198887209782,-0.1776438498903016,Major
0.4176390623609456,1.9041033479353342,Major
-0.13733436229788065,-0.4009273608580662,Minor
-1.4750189652729384,-0.3352162700118012,Minor
-1.3101421773944466,0.8131986348328414,Minor
-0.10876365408915724,-0.4509539006583546,Major
2.271855558354475,-1.1375616084091165,Minor
-1.256047593929902,-1.9799382278906004,Major
-1.2840787601521686,-0.9994796373065156,Major
-0.6478456426014108,-0.002599444970084231,Major
-0.40145611538135767,0.6664189666081805,Minor
1.2426510547244105,-0.03462466368264625,Major
-1.3691776698376348,3.443382073110429,Major
0.62850316572333,0.26869689021693216,Major
-1.3034566215537058,-0.8333764894724675,Major
0.6946153862022278,1.5288188056256287,Minor
-0.89406429497104,-1.4264110315640166,Major
-0.7254089771415874,-1.1400018400961822,Major
-0.18358289056909796,0.20841517401140386,Minor
-0.3870534431836414,0.5902526016659718,Major
1.2440478531804098,-0.48086633250688154,Major
-0.13400789637614208,-1.1507971963824208,Major
0.6151794407140049,-0.6764780922614487,Minor
-1.36192289332427,3.065546030985993,Major
-0.4735934021416979,-1.4977194189871559,Major
1.5439932324092516,1.3229217691452242,Major
0.36130613215151364,1.70125337984492,Major
3.026269752328146,1.7280616250409848,Major
0.3877523536164501,0.8955735353737503,Minor
2.603363108020496,-0.0072292798621046254,Major
-0.6238840421509961,-3.3064973597774396,Minor
-0.5178083379992443,0.5137007902404226,Major
0.21222080777783975,1.6822319917330781,Major
-1.6932983930717276,-1.2368408178451569,Minor
-1.6384348328883453,-1.3025419204672115,Minor
0.4613504854836097,-0.19201358230712007,Minor
3.6194891682501833,0.1449481474031888,Major
0.04833395018312713,0.9380153819641102,Minor
0.04970662127108611,2.402729619008461,Minor
-1.082501634046265,0.2897895233891562,Minor
-1.7542188992033836,-0.415902096291351,Major
-0.32153078959500925,-0.5173355660192279,Minor
1.6123775410099932,-2.513624688672719,Major
2.2431120499004145,0.8311835341483049,Major
-0.8266727972813868,-0.4918263212360785,Minor
2.569226371277334,0.6116936348747354,Major
-0.5669243464581205,-0.3936415277812468,Major
-0.945285863720309,0.8380520732497789,Minor
-0.450861406520807,-0.21394632528012805,Major
-0.20598793181748945,-2.82310755393012,Major
-1.0697371819144035,0.5295780499211244,Major
-1.9799987061846267,-1.2739631995007128,Minor
0.6348885506104694,2.1075858282537085,Minor
1.4929610363569066,-1.241885654857952,Major
0.5381082883219147,-1.6513824627111666,Major
-1.56409537758128,-1.1466464736576152,Major
-0.16973048052038367,0.7046921023960294,Major
-1.5530963989539617,-0.47827082276744237,Major
-1.5985264444910392,-0.40556462209660005,Minor
-0.6455702845392325,1.120591698675384,Minor
1.3997984499850316,-0.45896192116109996,Major
-1.4296932422194033,-1.4770004323017931,Major
-0.6487290807264284,-1.3123227896691212,Major
-0.9814661007682577,1.2607283282598336,Minor
-0.007413272710896043,0.9203744271535842,Major
-0.7186524259941168,-0.7490634288823259,Minor
-0.8968473553697218,1.0187418872238865,Minor
1.247669139420251,0.6683320844713873,Minor
-0.3359690483229621,-0.244595750510051,Minor
0.18037633788182078,-0.7253104741133434,Minor
-0.6773568122660237,0.8245629115680858,Minor
1.1204808195636162,1.9530048866188676,Major
1.8226876171622215,1.4654898853540317,Minor
-1.4006434848835931,-0.10265895812469883,Major
-1.3579319041653333,-0.6956692618078206,Major
1.2603314018522795,1.824699175408931,Major
-0.5043532173148091,1.7968201299364228,Major
-0.7457236805291171,-0.21094257867671615,Minor
-0.8379672646585163,-0.3066297780745285,Major
-0.131351284828408,1.391923924983405,Major
-1.5797063436877599,0.2133519347390448,Minor
-0.31524968909649037,-0.9648752865149699,Major
0.44244768897796893,-0.0899830166502787,Minor
-0.6212706769395498,-0.9091747494621895,Minor
-0.8976442365343573,-1.5442467208925332,Minor
-0.6509825043950813,-2.097392861630342,Major
-1.2338224578433532,0.3524787898645731,Major
-0.03985709081069396,0.58871392482232,Minor
-0.29455223838078454,0.28158177576387394,Major
0.2057206122567042,-2.3071155593387522,Minor
-0.08041626327005437,1.4551323860364236,Minor
-1.0753106827898422,-0.5357214562371327,Major
-1.117785116806187,0.5140233587539755,Major
-1.0594160152541778,0.5034497392563249,Major
2.034754052225952,-0.25826061121957566,Major
-0.28177480672290633,0.013678184547223199,Major
-1.0076597076716436,0.05501990857604404,Minor
2.551224595452384,-0.6595726801436052,Major
-1.066639531919376,-1.5920664821862358,Major
-1.2998271444217957,1.8083139471188332,Major
-0.4249800046248942,-0.4005443942123766,Minor
-1.692364283498632,0.4859887908340815,Minor
-1.8958864074733437,0.5242562966089479,Major
-0.035066770417326004,1.4305011086551231,Major
-0.6755914264672833,-2.28870055640625,Minor
0.9526820253199887,-0.5901069514202395,Major
-0.33847537954819124,0.4427034339356491,Major
2.1645825289382064,-0.03161397898222577,Major
1.5741885085032858,1.519310208806372,Minor
1.6220941224417653,-2.3737442976310246,Minor
2.336141887216142,-1.6993100769643938,Minor
-1.5988082201977678,-0.39312720617121966,Major
-1.3909608431442688,-0.49975399309142815,Minor
0.9802780380700467,0.04848839278842614,Minor
-0.45027444696033186,3.2059180068649127,Major
0.27599618117710245,0.7880746481151418,Major
-0.6388358339680419,-0.9450613159994476,Minor
-1.8745580396280144,1.545980072038993,Major
0.18710734398655146,1.546497175825026,Minor
-1.181411863446173,1.5817512209212676,Minor
0.4216048110177792,0.4336706193050054,Minor
-0.821122081619922,-0.18008667452506597,Minor
-1.3425474984224253,0.8080740700957474,Major
-0.8368286802662006,1.1240853426848485,Major
1.2603339066110857,-2.2686107455534454,Minor
2.879037964400236,-0.6059157343409375,Major
-1.5617665045581646,0.22638749700016783,Major
1.8704171992131917,-0.8397918287304105,Major
-1.4553743725965795,-0.24370418264928362,Major
-1.274584834500891,-0.22936271480111095,Minor
0.10295248181985478,1.48394302620922,Major
-0.322100780737048,-0.5706608336643507,Major
2.872308388117208,-0.7900095411617002,Major
3.785866396029627,-0.060042750325351765,Major
-1.42246490444148,-1.6066657504575583,Major
-1.3965583636590704,0.28639182303581595,Minor
-0.01713489846207856,0.6486895577201075,Minor
-1.1106071354879428,-0.7036939335887414,Minor
0.3516671427438882,1.7704724446172637,Major
-0.993849599389168,0.09858647301664765,Minor
0.8416997337343859,0.7102064734345434,Major
-0.9045889247882674,1.754520664074444,Minor
-0.7786554980067221,-0.2818248237389929,Major
-0.4238895902296781,-0.7541535363043285,Minor
-0.368021057964585,-0.05703545092773564,Major
-0.2387647202557964,-0.5087798831975064,Major
1.1010978997125842,-1.6710409473095413,Minor
2.170572867281723,-2.2833525512082264,Major
-1.0259094147605299,-0.3216880740293331,Minor
2.496144784320315,-2.228517164086757,Minor
-1.4939395838700975,3.5245326166568174,Major
-0.6208536175168426,-0.7493979474713868,Major
-0.005824078798317798,-1.4949037209428986,Major
1.8004560406850103,-1.2098615971463904,Minor
0.6955573693129122,0.39041475724755004,Minor
-1.6433446575166921,0.14440808593141705,Minor
-0.6529568784820399,2.2010963876436445,Major
-0.3552133340788013,1.156704528583208,Minor
-1.2210052223210093,-0.4187641296574557,Minor
0.835568207416191,-0.6246893511798238,Minor
0.1283848320494363,-0.24739723081129858,Minor
-0.17202103819205852,0.6796422134643985,Major
1.17182252731068,0.6751061841478617,Major
-0.23209813429904178,0.16825141566579455,Minor
-1.9721312930196722,0.9621594105546855,Major
-0.8407884041276992,1.058571286687065,Major
-2.1242722266761604,-0.7997888183012115,Minor
-1.1879157133953162,0.5578688956331612,Major
-1.0274626133206624,0.14244581036610673,Major
-0.17294602541005336,-1.2145768616100592,Minor
4.3749991103161365,0.8094411695465992,Major
0.04367996441573952,0.6721050333297189,Minor
-0.7743415219462423,2.799186797898382,Minor
-1.5682658256903015,0.4774606115955701,Minor
-0.23695683295491574,-1.6138931707071889,Major
-1.1606185265368965,-0.7117556445053249,Major
-1.4439784492764205,0.18226199687894304,Major
0.021162662668715207,0.4466841901058865,Minor
-0.08536592660651067,1.3185639107326408,Minor
-0.9242523757543536,1.650966010047589,Major
-0.47966419717464537,-0.9105748938238393,Major
-1.378740489326351,0.2938915256003461,Minor
4.102191956076782,0.00930224248379541,Minor
1.260761334205946,-1.0954196439157866,Major
2.462975545304965,0.4432244503929861,Major
-1.4185480279049232,0.22599525602156464,Minor
-1.565627176947663,0.003819282741317863,Minor
-2.164225222145983,0.315540672855964,Minor
-1.5293141867433744,-0.29070171640917924,Major
0.7173563663554858,-1.0685633079545498,Major
-1.7678740519237124,-0.23564657822771445,Minor
1.148991011341386,1.1585641260228932,Major
-1.4200043932746054,3.0379754145988485,Major
-1.557057413236933,-0.22449676973365137,Minor
1.429614653649665,2.2671789912578992,Minor
1.6021139024379045,1.6370062336383182,Minor
-1.2992649574025283,0.6253565188921847,Major
-0.32654960705213876,-1.574059554285502,Major
1.096818566304207,0.5357576057986017,Major
3.035610192133041,-0.6564455727052861,Minor
2.0583406587872126,1.564853195464727,Major
-1.5156580781341913,-1.526050049508024,Major
-1.9443085242055773,0.004145707180228979,Major
-0.5606223553373002,0.6083106827201025,Minor
0.7306244017628655,-0.03731680729384537,Minor
0.3562843767265296,0.6280877739773228,Major
-3.0731552994626012,-0.6151189880387707,Major
1.9799543295683217,-0.7205827030366911,Minor
2.4469843440589334,0.7330931298585891,Minor
-1.061860308130681,-2.337278076958701,Minor
0.8497252653845172,-0.2605268322863057,Minor
0.7628529199027704,0.9382008660583728,Minor
-1.797214965055301,1.2773260400747977,Minor
-0.7920268131034773,0.9590750609352167,Major
2.084975398931975,-1.2863141437621506,Major
-0.22473850948021454,2.8691476922448964,Minor
-2.037500742549523,-0.2895725346652132,Minor
-1.9764636159497717,-0.7977822632694427,Minor
1.0263121172605847,-0.7619476020520506,Minor
-1.421338965954803,-0.5142123679483487,Minor
1.3026247260011845,-0.7298311017037725,Major
1.312063731569378,-0.44872335369446437,Major
-0.30527861019396546,0.5099284870109495,Minor
-0.9088225548683218,0.8902576716321351,Major
1.2405299200489808,1.4772492017539336,Major
-0.8912337177485155,0.5577643375704328,Minor
0.9432237808976445,-0.1145008608826117,Major
1.5318572214510784,-1.842586889193416,Major
3.8867172614802685,-0.1129675376797598,Major
0.1139836230107378,1.1245533722134127,Major
2.1189317775372176,1.319448575474849,Major
2.9465509253526414,-0.7781682246869351,Major
1.2692625157368016,-0.6008865057557469,Major
-0.9485490412195686,1.6590306844687817,Major
-0.44337091579929555,1.3615640023955442,Major
1.5740254034786407,-1.0186162166963204,Major
0.3536434225517097,-0.43123505231178244,Minor
-0.4630160282303169,0.6058583331687124,Major
0.7622052421726457,0.5901217309765914,Major
2.2652821527083735,-2.3437404528799,Minor
1.4208475779418124,3.7327288216276857,Major
-0.21446255598860603,0.18035191817931945,Minor
1.3181660877029102,-0.8823754362712856,Major
4.524817038958221,-0.11151537925581598,Major
-0.21351063050482513,-1.0437658202293294,Major
0.43986229824290785,1.1588728345729884,Major
1.9573945567163735,-1.0479747014169047,Major
3.4251154675754227,-1.4613589576404697,Major
-1.7552529002177697,0.08097588570881759,Minor
1.9104858554173927,-0.5684539754527691,Major
1.1418601931587216,-0.7964315435374633,Minor
1.6412000586681241,-1.2176997331498762,Major
4.611328796343074,1.0251347980993883,Major
0.4169038803109476,0.8781600478932641,Major
1.2068047964644677,1.211360690926221,Major
2.315113233729346,0.4878099768770195,Major
-0.15386076510600447,1.4413756563274562,Major
-0.6929598487247152,-0.2706579823027402,Major
-0.8637407044001978,0.762164511065777,Major
1.6460901607776555,-1.6072661841930793,Major
-0.6435707937490398,0.7463051389937744,Major
-0.9720222874598815,-0.4182971428452524,Minor
0.00982492290090965,1.5525748772834995,Major
1.971309615119277,-0.8418863831614196,Minor
0.358569205549557,0.8204965693937574,Major
-0.32830208896170926,0.13130197936193563,Major
1.285850828745505,-1.9368022994793683,Minor
0.46273969945607824,-0.4676353145796426,Major
-0.525815329806643,-0.5283454714271295,Major
2.593151687402745,-0.9775094671656589,Major
1.45505644842409,0.06752629229509972,Major
-1.2376612651905463,-2.0596033862406853,Minor
0.08527862557657534,0.33000632150256154,Major
-0.9303217331918037,1.8731797969215938,Minor
-1.9647025670797715,0.24314226575621625,Major
-0.6523155269563469,-1.3294216276513595,Minor
1.816629271953938,1.188441569279806,Major
-1.3996887514129466,0.198038381875389,Major
0.08249066717382585,-0.9231134976283595,Minor
1.833620673815728,-0.5266677076546888,Major
1.399627294888477,-0.48884746355350983,Major
2.157581895157173,1.0834821100987586,Minor
-0.758060828207567,-0.7634845454720712,Minor
0.47121036921485504,0.5840046996250371,Major
-1.7092782243005717,-0.19873363212405915,Major
-0.3256117129892823,0.40326156993802764,Minor
1.655944164191558,0.06135254134299439,Major
-0.8403200758121198,0.38097697565840144,Minor
-1.832598280284936,-0.41042029928779394,Minor
0.5876031525260705,0.13526274187649753,Minor
-1.0399523556510202,0.4994076502747286,Major
-0.5056667769851152,-0.656031407213819,Minor
-0.6147246502856193,0.8368663002308389,Minor
-0.35858054747072504,0.7965365527425857,Minor
-0.3582417112653432,1.3768242276429492,Major
-0.6154823170318569,1.23459966253574,Minor
-0.03900846921138508,0.09504771920870947,Minor
1.4008586742400437,2.8621442841470506,Major
0.9314422468932992,0.08327670970215474,Minor
-0.6133334951664059,-0.5169770700904549,Major
-2.012855258846332,-0.014273841988660272,Major
0.9335447100258336,0.18776991351761954,Major
0.0868847494023887,0.628662157254411,Minor
0.07057786044840317,-0.8365429994884526,Minor
3.1554334728307514,1.8304740498009338,Minor
-0.08161125759324876,-0.3935476852111278,Major
3.2858772714586446,0.943287699716072,Minor
-1.6172592647704367,-0.8251183514414524,Minor
-1.1760102324906363,0.0026687885341971636,Major
-1.0484129545132663,1.2611554695472702,Minor
-0.6620865092251417,-0.0660826465944019,Major
0.45373761921432554,1.1818611676752218,Minor
-0.24555322224388268,-0.9425661398545256,Minor
-0.8144993297080373,0.33430987223911124,Minor
3.7330336184137805,-0.6410587815872785,Major
0.44978337178189093,1.075439921677471,Minor
3.8639507775203055,1.006849455345748,Major
0.7614442617136422,-0.29907155182064965,Minor
2.6370766649555404,-0.3702470429232878,Major
-0.4460554454882403,-1.6066296261965196,Minor
1.2645770677855153,-0.10316543312579153,Major
0.5225369607293018,0.3046130464252167,Major
-0.2189334368119027,0.1754433247870267,Major
0.7546287980741619,0.653595275374622,Minor
1.970020576902263,-0.741216761858682,Minor
0.4375245342555962,-0.0003250571368504184,Major
-0.8692538115655186,0.25515961567749756,Minor
3.760768843666433,-0.16408424524599813,Major
0.5132728400618266,0.6051439226835288,Major
0.26621988629838417,-0.4624420181776309,Major
-1.0801803657911546,-0.30847147431987837,Major
-0.04155310135820098,-0.5823764709589941,Minor
0.8677679508938184,-0.3495705386949886,Major
-0.8206188588921121,0.49757848408251704,Major
0.13446250577860996,-0.5141698631356777,Major
-0.7163876391413454,0.32597006518663435,Major
-2.1239418081710046,0.10284674366714013,Minor
-0.0202848451648521,0.16251333605353205,Major
0.9827792365527114,-0.4209403569801673,Minor
-1.0222813529084789,-1.716983724281401,Minor
0.6613183334547927,-0.18164581587901996,Minor
-1.1972321669707222,0.47033009709948115,Minor
-1.1025282300900376,0.017145100633779962,Minor
0.16309087783592616,-0.9354452175742397,Major
0.5494671466871511,-1.0807529152652713,Minor
-0.29446285564340874,-1.4357006127423022,Major
-0.050504381076668145,-1.3676573549115987,Minor
-0.7332283791098066,-0.3569513970045603,Major
2.124322260504167,2.0714499925645335,Major
-1.6357429844010525,-0.33995626155453135,Minor
-0.5765156820024063,-0.8073788691087915,Major
0.3075857083408475,0.548413980661356,Major
-0.434584764049358,-0.7602355654559252,Major
-0.3263957755821775,0.3571942981794229,Major
-0.026321759101187517,0.46745956425560053,Major
0.6173947483020523,-1.5620035219550452,Minor
-0.8300406541817725,0.5706393915672783,Minor
-0.3857814571099962,0.8353213464022712,Major
1.688403728009427,-2.0362302700813846,Minor
-0.34146675446636426,-0.9601596337390568,Major
2.8029209072867283,0.06298637473576428,Minor
2.798408312871947,-0.7516823096674554,Major
-0.143812026331879,2.5495841766223384,Major
-1.054866316583822,0.5034558059491442,Major
0.5894642357582841,0.056392792980734754,Major
-0.24755854647083536,0.8102065829372803,Major
-1.1859671106029672,-0.5528479324575202,Major
-1.0106301322147748,0.01658342549466434,Minor
-0.39120234530020465,-0.12204644729234414,Major
-2.043975352725684,-0.9639528642337578,Major
2.852155537692986,-0.5383621485303088,Major
2.8510462206203804,-0.046510178091170085,Major
-0.23520597415592348,-0.18075857574566792,Major
-1.3774488185443865,-2.077312138706973,Minor
2.324286199274264,0.3807173957620383,Major
-1.5700306459587516,-0.44282056774226414,Major
-0.8613813734529704,-0.2190736689162516,Major
-1.2113401442607012,0.01269264115227794,Major
0.03487390704672846,-2.5381356252574108,Minor
3.7715306714129535,0.9800018799944832,Major
-1.1127399651773564,1.4880306189057397,Major
0.46295113547298694,-1.095833089370353,Minor
-0.7169785436400101,-0.4947368229836689,Major
-1.4739571847553747,-0.11385917443189691,Major
-0.31815416072548786,2.7613774672068487,Minor
-2.256397587197926,-0.2465602151674247,Major
1.2480815791341398,-0.5750334412756434,Major
-1.4820552334536052,0.5128321994854144,Major
-1.9285771965310883,-0.14756628106378544,Minor
2.0111849828101045,-1.4696809640607855,Minor
0.006482973674834503,-1.7109892039094623,Minor
3.24215629656733,-1.0974064044815233,Major
1.2163640731495635,1.181213913529421,Major
-0.46886742529105824,0.2381394813105778,Minor
-1.2991354718684138,0.008236416938088827,Major
-0.11265183065490607,-0.7578151702207094,Major
2.103948643071904,0.961312607519774,Minor
2.933523290420025,-0.7942925645855643,Major
-0.8881538218900914,1.668753920807164,Major
-0.9345121408597324,0.27303623380833186,Major
-0.4261973503626062,0.5347460928681863,Minor
0.7985138139328084,-0.834795357003264,Minor
-1.0451021715257693,-0.3497152502622757,Major
0.4794476794708043,-1.4151425854018662,Minor
1.7786595525932567,0.09268366731992748,Minor
-2.377097393926909,-0.7276174225819089,Major
3.887594652022397,-0.3939393703591862,Major
-1.2879906456261423,1.0586706241711483,Major
3.374977049391169,-0.7085798594247642,Minor
0.535031436232164,0.1710272710842622,Major
-0.3330795150748724,0.928260680627956,Major
-0.716614801394306,2.3142144735118118,Major
-0.16283944461425273,-0.2838954317500207,Major
