PCA1,PCA2,mode,released_day,bpm,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%
0.7033157843916409,1.8157470618941691,Major,1,150,42,20,86,21,9,9
-0.1458988896916775,-0.4486871387795256,Minor,11,122,78,50,63,27,9,5
-0.0803804169673312,1.5818414721364702,Major,20,140,52,20,85,0,7,5
1.5694850491610866,0.1368072373226176,Major,2,140,63,22,54,46,12,8
-0.140380512145354,-1.3061747723612471,Minor,2,119,75,48,53,18,18,34
-1.2729954234045169,-0.9029347956812068,Minor,22,110,76,96,72,32,9,4
1.5388979923164756,0.274744273568291,Major,1,95,60,17,45,16,11,2
1.5782918708720768,1.0672053121355167,Major,20,132,56,20,55,45,32,3
-1.825508920443583,0.0205990996715233,Minor,31,125,77,74,78,4,23,11
0.4934749479782623,-1.5537379113115848,Minor,19,124,84,65,50,67,13,6
-0.8884827287181711,-1.8539985243479185,Minor,1,133,93,68,65,42,12,25
-1.6262752114247698,0.0216903241004698,Major,1,112,92,67,66,0,36,9
-2.3210058529445288,-0.4605888385032106,Major,13,97,79,92,89,5,6,5
0.9237924541459038,-0.9341807843633184,Minor,24,90,59,52,48,38,10,11
-0.0623770521715796,1.6986517566166035,Minor,6,80,65,27,69,8,53,4
1.09091847178382,1.679475276994598,Major,1,172,45,33,59,6,8,3
2.6733041870070213,0.0418352010291246,Major,10,120,60,24,35,73,31,3
-1.7600544762122854,-0.3967806605438737,Minor,27,140,74,96,80,18,5,5
-2.1355771922986486,-0.42363150900311,Minor,30,128,81,90,77,1,9,5
-0.7045878108090817,-0.7742767163324422,Major,26,122,78,70,81,57,10,5
-1.343553152261055,0.2955844042760919,Major,1,130,47,86,92,8,5,24
-0.4088400215084916,0.3727342081059156,Major,2,160,69,61,71,33,31,20
-1.3693613243625675,0.6622411407683646,Major,5,144,73,87,70,6,28,5
0.1311328198510028,1.4825407840157585,Major,4,192,50,85,52,11,28,6
-0.0108930536697569,0.7597084252220596,Major,17,163,54,40,67,0,9,17
-0.3323904517317149,0.6405928838886803,Minor,1,122,66,48,71,6,12,4
-0.136553782865044,1.7563547108088573,Major,19,154,61,41,74,21,40,6
-0.1763245089498095,0.42803128125685,Minor,4,117,73,31,69,6,11,4
-2.007068468013437,-0.0511581701141499,Minor,23,138,78,89,83,10,12,5
-1.369867997668545,-1.0541459424439967,Major,13,96,86,74,80,33,8,6
-0.4281719849550228,0.8329729792947361,Major,4,104,77,36,63,1,36,5
1.1545255764952869,1.9867790082052743,Major,1,164,45,24,62,8,16,3
-1.428083362739685,1.8114183578981784,Major,20,118,68,61,82,2,50,3
-0.4619118383696626,-0.2825268484130142,Minor,25,81,68,51,60,3,19,10
0.4873646445967312,-1.530943158715787,Major,6,117,82,73,45,54,7,3
3.736360207985699,2.0724484036797306,Major,2,174,45,10,37,97,64,4
-1.0338347171192848,0.4722186407283606,Major,1,128,73,60,77,3,11,4
3.11348002997566,-0.8968331130650317,Major,5,145,60,43,27,94,14,4
1.296093239313742,-0.3715312986673473,Minor,25,150,65,51,55,73,14,3
1.030065197112512,0.8210018772240437,Minor,2,90,60,13,53,4,21,4
0.8835931469130706,0.5553971302557438,Major,1,85,55,42,53,17,22,3
1.1089459588922348,2.7458909300083527,Major,1,180,33,38,71,20,28,5
-1.6713041168492608,1.9463538746257296,Major,12,166,57,84,94,11,37,9
0.1938371927667894,-0.450310355293794,Major,25,160,71,40,50,16,16,22
-1.778228881486279,1.2224605537973612,Major,1,160,65,95,80,5,41,16
-0.861946588907924,-0.4036384840567116,Major,1,92,70,81,63,4,8,4
-0.0712635435199788,2.059910322612287,Major,19,170,56,53,64,11,45,6
-0.6226506463845026,-1.7762461272793095,Minor,6,96,83,93,65,58,9,8
1.835479177628501,-0.9086525764675742,Major,17,120,67,40,52,86,12,4
0.1914575390503548,-0.3404100480616044,Major,13,98,70,37,54,6,9,8
1.7514770376447102,0.2893178651293673,Major,21,92,53,12,34,1,12,4
1.4989973821711378,1.8418548962552823,Major,18,150,34,24,56,4,11,3
1.7409658185902217,1.059339763993219,Major,21,94,37,17,47,2,11,3
0.0507116131884026,0.0411143876670302,Minor,19,90,74,36,63,26,27,5
1.2891189926156577,0.7715988446992191,Major,20,160,54,54,55,67,42,11
-0.6857205361147056,-0.1211826253582647,Major,30,120,70,59,75,24,9,4
-0.7842717855192592,0.8388589486002203,Major,1,109,63,46,85,1,9,5
1.2358930531742718,0.0896147418348164,Minor,13,129,57,41,66,63,12,5
0.2731390575343452,0.2566080385715782,Major,16,157,54,75,60,30,7,5
-0.3792426959385622,0.7452143521657507,Major,9,130,63,49,73,5,9,3
0.0064676916255725,-0.1186232457433447,Minor,6,107,65,19,72,10,13,25
-1.042892019583895,1.687585864457421,Minor,7,146,50,67,89,0,19,8
1.8453375306600164,0.1847664800497329,Minor,10,139,48,37,41,32,10,10
-1.0653194531049777,0.0664868844196089,Major,1,116,74,76,70,7,13,3
-1.211283173483934,-0.5614982444147879,Minor,20,95,84,52,77,12,7,4
-0.6518243614506243,1.8941948274307028,Minor,8,170,62,55,80,15,37,7
-0.2402926229964646,-0.0525175994360858,Minor,19,134,81,18,64,3,10,11
-1.6896581040118466,0.3194448364925685,Minor,19,84,57,86,90,2,9,5
1.426998110839688,0.5800149149769862,Minor,2,146,61,20,48,21,12,6
0.4662177724787138,-0.4011225939906265,Minor,1,74,53,24,67,11,10,28
1.7720868064778883,-1.2944981170264025,Major,11,144,75,35,48,84,10,12
-1.4827423726108322,0.0665691057659853,Minor,24,136,77,79,73,15,27,10
1.1932514593770116,-0.3595718858112331,Major,15,100,56,53,55,53,12,4
-1.9172795174692607,-1.806898107295672,Minor,2,105,89,67,78,9,7,33
-0.2723296777493225,1.0963956546988325,Major,26,106,67,24,78,15,30,4
-0.479339698128538,-0.7978600497793852,Major,30,132,85,53,68,40,9,4
1.792541217080753,-0.396596900746588,Major,2,120,78,5,30,21,13,5
-0.4561869517819938,-2.3360358927824354,Major,17,155,82,51,39,2,9,49
1.9165075175348876,-0.9726580805887536,Major,13,129,70,42,43,78,11,3
-0.7691100688933974,-1.33073526537947,Minor,29,135,80,85,74,62,8,9
0.1030163621262432,-0.6424536080443938,Minor,2,98,73,45,62,28,13,13
-0.3945819123963134,-0.9994128543277456,Minor,31,124,84,64,39,3,11,4
0.3218362056496306,-0.0261335796625824,Minor,2,135,77,28,55,18,22,15
0.3357675209307581,-0.8083566078151427,Major,23,107,78,39,53,30,11,6
0.3571099240107634,0.4820587693179589,Major,12,96,54,25,74,14,9,11
-0.6877198887209782,-0.1776438498903016,Major,30,123,71,58,70,30,32,19
0.4176390623609456,1.9041033479353344,Major,26,90,62,7,62,6,58,6
-0.1373343622978806,-0.4009273608580662,Minor,2,117,72,45,59,14,20,21
-1.4750189652729384,-0.3352162700118012,Minor,4,133,78,90,84,31,7,4
-1.3101421773944466,0.8131986348328414,Minor,2,96,74,61,83,11,35,6
-0.1087636540891572,-0.4509539006583546,Major,1,149,66,85,60,40,14,13
2.271855558354475,-1.1375616084091165,Minor,26,110,66,32,40,81,11,3
-1.256047593929902,-1.9799382278906004,Major,30,105,95,62,52,3,5,16
-1.2840787601521686,-0.9994796373065156,Major,22,105,80,69,78,28,11,14
-0.6478456426014108,-0.0025994449700842,Major,26,134,76,61,58,6,16,3
-0.4014561153813576,0.6664189666081805,Minor,8,170,71,59,56,4,27,12
1.2426510547244105,-0.0346246636826462,Major,2,81,59,26,60,46,25,13
-1.3691776698376348,3.443382073110429,Major,1,154,63,75,92,31,91,5
0.62850316572333,0.2686968902169321,Major,29,169,69,69,51,63,38,4
-1.3034566215537058,-0.8333764894724675,Major,29,115,78,64,69,4,7,14
0.6946153862022278,1.5288188056256289,Minor,5,84,43,14,74,1,19,8
-0.89406429497104,-1.4264110315640166,Major,18,93,79,58,62,11,11,23
-0.7254089771415874,-1.1400018400961822,Major,21,91,82,47,62,10,10,15
-0.1835828905690979,0.2084151740114038,Minor,7,142,82,54,44,6,33,7
-0.3870534431836414,0.5902526016659718,Major,19,126,78,20,70,1,16,4
1.2440478531804098,-0.4808663325068815,Major,21,97,73,10,44,26,16,8
-0.134007896376142,-1.1507971963824208,Major,2,101,92,59,51,41,26,8
0.6151794407140049,-0.6764780922614487,Minor,6,98,80,23,48,14,6,5
-1.36192289332427,3.065546030985993,Major,27,154,59,63,89,18,80,9
-0.4735934021416979,-1.497719418987156,Major,14,120,91,63,58,52,31,22
1.5439932324092516,1.3229217691452242,Major,17,150,49,4,55,7,6,3
0.3613061321515136,1.70125337984492,Major,21,174,47,27,78,11,10,8
3.026269752328146,1.7280616250409848,Major,1,202,34,25,51,69,18,4
0.3877523536164501,0.8955735353737503,Minor,4,153,56,42,52,5,36,24
2.603363108020496,-0.0072292798621046,Major,14,142,60,13,37,58,13,3
-0.6238840421509961,-3.30649735977744,Minor,11,108,84,55,47,26,20,64
-0.5178083379992443,0.5137007902404226,Major,2,143,83,25,69,4,23,12
0.2122208077778397,1.682231991733078,Major,14,108,67,55,67,60,80,5
-1.6932983930717276,-1.2368408178451569,Minor,1,104,95,78,66,3,4,6
-1.6384348328883451,-1.3025419204672115,Minor,16,93,84,96,79,43,18,11
0.4613504854836097,-0.19201358230712,Minor,10,105,65,46,53,16,9,5
3.6194891682501833,0.1449481474031888,Major,10,170,44,27,32,89,14,5
0.0483339501831271,0.9380153819641102,Minor,4,178,62,56,66,18,12,5
0.0497066212710861,2.402729619008461,Minor,5,176,50,44,76,10,32,5
-1.082501634046265,0.2897895233891562,Minor,1,104,80,38,88,11,11,5
-1.7542188992033836,-0.415902096291351,Major,21,85,70,83,84,31,47,30
-0.3215307895950092,-0.5173355660192279,Minor,30,117,77,69,58,39,26,5
1.6123775410099932,-2.513624688672719,Major,24,80,52,57,48,86,15,39
2.2431120499004145,0.8311835341483049,Major,7,98,44,36,41,50,38,5
-0.8266727972813868,-0.4918263212360785,Minor,2,178,79,58,78,34,11,25
2.569226371277334,0.6116936348747354,Major,8,148,51,27,33,48,22,3
-0.5669243464581205,-0.3936415277812468,Major,24,120,77,94,66,65,38,3
-0.945285863720309,0.8380520732497789,Minor,10,122,68,38,88,1,8,5
-0.450861406520807,-0.213946325280128,Major,1,144,74,75,73,42,9,4
-0.2059879318174894,-2.82310755393012,Major,4,96,93,47,47,33,10,36
-1.0697371819144037,0.5295780499211244,Major,24,137,77,35,88,16,17,9
-1.9799987061846267,-1.2739631995007128,Minor,22,121,94,71,61,12,53,42
0.6348885506104694,2.1075858282537085,Minor,21,119,60,10,57,1,50,3
1.4929610363569066,-1.241885654857952,Major,23,96,72,40,47,71,13,4
0.5381082883219147,-1.6513824627111666,Major,21,111,87,53,52,66,11,5
-1.56409537758128,-1.1466464736576152,Major,14,148,90,74,68,14,10,19
-0.1697304805203836,0.7046921023960294,Major,3,182,57,80,59,8,6,5
-1.5530963989539617,-0.4782708227674423,Major,9,141,79,82,86,28,4,9
-1.5985264444910392,-0.4055646220966,Minor,30,145,76,80,81,19,6,9
-0.6455702845392325,1.120591698675384,Minor,25,110,76,26,70,1,41,6
1.3997984499850316,-0.4589619211610999,Major,16,134,70,35,41,41,10,3
-1.4296932422194033,-1.4770004323017931,Major,28,130,92,78,62,18,6,10
-0.6487290807264284,-1.3123227896691212,Major,21,145,84,88,53,35,8,7
-0.9814661007682576,1.2607283282598336,Minor,5,130,69,36,90,1,15,4
-0.007413272710896,0.9203744271535842,Major,28,173,59,69,53,12,23,3
-0.7186524259941168,-0.7490634288823259,Minor,4,92,75,55,76,25,10,15
-0.8968473553697218,1.0187418872238865,Minor,5,105,56,57,87,0,10,4
1.247669139420251,0.6683320844713873,Minor,25,175,59,15,64,43,12,10
-0.3359690483229621,-0.244595750510051,Minor,27,120,80,33,70,22,9,4
0.1803763378818207,-0.7253104741133434,Minor,24,139,70,77,48,37,12,5
-0.6773568122660237,0.8245629115680858,Minor,17,132,59,56,82,12,12,6
1.1204808195636162,1.953004886618868,Major,29,114,32,17,74,14,17,3
1.8226876171622213,1.4654898853540317,Minor,4,145,54,19,48,36,37,5
-1.4006434848835931,-0.1026589581246988,Major,16,110,82,67,69,0,18,4
-1.3579319041653333,-0.6956692618078206,Major,22,94,89,61,66,17,36,16
1.2603314018522795,1.824699175408931,Major,29,134,45,17,60,21,33,4
-0.5043532173148091,1.7968201299364228,Major,24,120,62,32,76,0,39,4
-0.7457236805291171,-0.2109425786767161,Minor,2,123,70,86,68,24,11,4
-0.8379672646585163,-0.3066297780745285,Major,3,131,77,84,71,35,15,4
-0.131351284828408,1.391923924983405,Major,1,171,70,6,73,1,36,26
-1.57970634368776,0.2133519347390448,Minor,26,130,80,64,76,2,20,6
-0.3152496890964903,-0.96487528651497,Major,2,94,82,53,67,34,9,8
0.4424476889779689,-0.0899830166502787,Minor,7,89,73,44,57,39,32,6
-0.6212706769395498,-0.9091747494621896,Minor,17,87,65,71,56,4,15,20
-0.8976442365343573,-1.5442467208925332,Minor,22,124,72,79,78,55,15,30
-0.6509825043950813,-2.097392861630342,Major,27,78,71,80,65,51,22,32
-1.2338224578433532,0.3524787898645731,Major,1,120,70,70,79,7,18,10
-0.0398570908106939,0.58871392482232,Minor,31,96,48,50,80,40,37,20
-0.2945522383807845,0.2815817757638739,Major,25,106,73,22,86,31,12,4
0.2057206122567042,-2.307115559338752,Minor,24,170,78,75,46,62,12,35
-0.0804162632700543,1.4551323860364236,Minor,24,134,67,11,76,8,30,7
-1.0753106827898422,-0.5357214562371327,Major,20,115,71,90,73,30,11,5
-1.117785116806187,0.5140233587539755,Major,9,130,74,79,87,45,30,3
-1.0594160152541778,0.5034497392563249,Major,20,118,65,63,79,3,10,3
2.034754052225952,-0.2582606112195756,Major,22,110,59,22,38,42,12,3
-0.2817748067229063,0.0136781845472231,Major,29,100,72,42,66,18,19,4
-1.0076597076716436,0.055019908576044,Minor,14,142,70,76,79,26,11,7
2.551224595452384,-0.6595726801436052,Major,21,140,64,18,37,72,12,7
-1.066639531919376,-1.5920664821862358,Major,10,116,90,96,73,62,9,4
-1.2998271444217957,1.8083139471188328,Major,13,120,73,64,85,25,61,3
-0.4249800046248942,-0.4005443942123766,Minor,1,92,76,46,79,31,7,6
-1.692364283498632,0.4859887908340815,Minor,26,110,81,64,79,5,31,3
-1.895886407473344,0.5242562966089479,Major,21,120,71,57,97,1,13,11
-0.035066770417326,1.4305011086551231,Major,11,80,63,40,61,9,56,6
-0.6755914264672833,-2.28870055640625,Minor,13,115,95,43,69,47,9,31
0.9526820253199888,-0.5901069514202395,Major,28,76,58,46,67,65,13,4
-0.3384753795481912,0.4427034339356491,Major,20,172,60,77,78,45,12,6
2.1645825289382064,-0.0316139789822257,Major,9,99,40,45,56,69,9,5
1.5741885085032858,1.519310208806372,Minor,27,136,36,12,57,9,14,8
1.622094122441765,-2.373744297631025,Minor,10,150,90,64,14,67,11,10
2.336141887216142,-1.6993100769643938,Minor,7,92,71,41,31,79,10,5
-1.5988082201977678,-0.3931272061712196,Major,15,95,77,72,87,17,7,5
-1.3909608431442688,-0.4997539930914281,Minor,25,102,83,58,83,21,10,5
0.9802780380700468,0.0484883927884261,Minor,9,145,70,34,55,43,16,6
-0.4502744469603318,3.2059180068649127,Major,24,110,50,24,86,0,64,4
0.2759961811771024,0.7880746481151418,Major,24,95,64,30,77,46,38,6
-0.6388358339680419,-0.9450613159994476,Minor,3,94,68,81,82,53,9,13
-1.8745580396280144,1.545980072038993,Major,2,142,61,92,91,0,26,3
0.1871073439865514,1.546497175825026,Minor,5,145,59,20,74,1,15,5
-1.181411863446173,1.5817512209212676,Minor,3,121,64,67,80,0,36,3
0.4216048110177792,0.4336706193050054,Minor,3,140,66,43,76,49,12,3
-0.821122081619922,-0.1800866745250659,Minor,23,137,84,44,67,8,11,6
-1.3425474984224253,0.8080740700957474,Major,31,104,56,72,85,0,15,3
-0.8368286802662006,1.1240853426848485,Major,17,92,57,68,76,7,33,3
1.2603339066110857,-2.268610745553445,Minor,15,146,74,51,45,86,21,38
2.879037964400236,-0.6059157343409375,Major,23,120,56,20,43,89,12,4
-1.5617665045581646,0.2263874970001678,Major,31,144,68,83,81,9,8,4
1.870417199213192,-0.8397918287304105,Major,5,94,59,44,56,80,6,3
-1.4553743725965795,-0.2437041826492836,Major,31,94,73,65,79,5,11,6
-1.274584834500891,-0.2293627148011109,Minor,15,113,79,66,74,8,11,5
0.1029524818198547,1.48394302620922,Major,3,148,50,49,76,12,12,3
-0.322100780737048,-0.5706608336643507,Major,3,98,70,29,73,12,11,26
2.872308388117208,-0.7900095411617002,Major,31,140,58,26,38,91,10,4
3.785866396029627,-0.0600427503253517,Major,9,100,36,28,28,81,18,3
-1.42246490444148,-1.6066657504575583,Major,23,140,86,68,79,39,11,29
-1.3965583636590704,0.2863918230358159,Minor,1,100,59,78,94,27,29,23
-0.0171348984620785,0.6486895577201075,Minor,1,100,59,49,65,2,13,3
-1.1106071354879428,-0.7036939335887414,Minor,19,132,87,82,70,42,21,5
0.3516671427438882,1.7704724446172635,Major,3,142,49,48,67,10,26,3
-0.993849599389168,0.0985864730166476,Minor,20,176,72,96,63,25,21,7
0.8416997337343859,0.7102064734345434,Major,6,140,53,51,70,49,14,3
-0.9045889247882674,1.754520664074444,Minor,24,105,55,40,90,1,32,6
-0.7786554980067221,-0.2818248237389929,Major,8,135,81,97,77,75,35,3
-0.4238895902296781,-0.7541535363043285,Minor,28,128,82,61,59,30,12,4
-0.368021057964585,-0.0570354509277356,Major,3,101,74,43,69,12,12,7
-0.2387647202557964,-0.5087798831975064,Major,6,122,88,43,50,7,14,5
1.1010978997125842,-1.6710409473095411,Minor,8,105,76,49,56,80,10,13
