X,Y,mode,released_day,bpm,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%
3.884327460427565,44.87615604346306,Major,1,85,55,42,53,17,22,3
15.7635792068245,-71.47036536934466,Major,1,180,33,38,71,20,28,5
-47.45320619185486,-53.64094388321293,Major,12,166,57,84,94,11,37,9
10.188191684391926,-42.49313474942721,Major,25,160,71,40,50,16,16,22
-55.98738399308632,-47.390256617265216,Major,1,160,65,95,80,5,41,16
-43.33584997266894,33.107646431294256,Major,1,92,70,81,63,4,8,4
-9.629431968237794,-58.93747748051826,Major,19,170,56,53,64,11,45,6
-36.56036294334879,55.7248575997824,Minor,6,96,83,93,65,58,9,8
62.49650758160664,9.809549149185145,Major,17,120,67,40,52,86,12,4
-0.831694864909684,28.700624954910552,Major,13,98,70,37,54,6,9,8
23.32101292119233,61.78875353957938,Major,21,92,53,12,34,1,12,4
26.159272796414506,-45.9446205849028,Major,18,150,34,24,56,4,11,3
20.842754691822844,58.687455680404895,Major,21,94,37,17,47,2,11,3
4.579661545744094,35.684400133806434,Minor,19,90,74,36,63,26,27,5
48.172304004241234,-42.895211654466586,Major,20,160,54,54,55,67,42,11
-12.962928464897542,3.202915322152639,Major,30,120,70,59,75,24,9,4
-21.049400614889496,14.70370953032175,Major,1,109,63,46,85,1,9,5
39.55364026338452,-2.2552491685687497,Minor,13,129,57,41,66,63,12,5
-10.850172022427923,-44.056053610734416,Major,16,157,54,75,60,30,7,5
-11.87580044542943,-10.137383603127992,Major,9,130,63,49,73,5,9,3
10.916908855055045,23.45220437679125,Minor,6,107,65,19,72,10,13,25
-36.07165277050644,-34.738397536610954,Minor,7,146,50,67,89,0,19,8
31.427140354167445,-17.643072958657267,Minor,10,139,48,37,41,32,10,10
-35.1870984973329,4.726139253611157,Major,1,116,74,76,70,7,13,3
-21.108050298366585,29.12552714013248,Minor,20,95,84,52,77,12,7,4
-17.254795949682972,-54.54915610281981,Minor,8,170,62,55,80,15,37,7
12.574353217425791,-19.01095780537464,Minor,19,134,81,18,64,3,10,11
-57.68375538355716,38.4404749730908,Minor,19,84,57,86,90,2,9,5
29.411565558965965,-27.44106426368084,Minor,2,146,61,20,48,21,12,6
3.8709175069205193,65.50535151369846,Minor,1,74,53,24,67,11,10,28
66.04352841348467,-15.492150854679828,Major,11,144,75,35,48,84,10,12
-35.247788809454086,-16.659362715405386,Minor,24,136,77,79,73,15,27,10
27.143964129614,26.12584252268413,Major,15,100,56,53,55,53,12,4
-42.963623126049455,22.35355914809372,Minor,2,105,89,67,78,9,7,33
5.259516823503756,23.378393414955315,Major,26,106,67,24,78,15,30,4
5.626560460281322,-8.05023809544321,Major,30,132,85,53,68,40,9,4
51.94803864080104,5.722880469467087,Major,2,120,78,5,30,21,13,5
-1.6145453116071231,-63.47423931281564,Major,17,155,82,51,39,2,9,49
58.53433983075932,0.1420470668699644,Major,13,129,70,42,43,78,11,3
-43.386704019838696,-34.97613407881585,Minor,29,135,80,85,74,62,8,9
2.9318225223793206,25.33582529274467,Minor,2,98,73,45,62,28,13,13
-28.869072924121568,-6.83581697502715,Minor,31,124,84,64,39,3,11,4
14.239231349444385,-13.009288483349584,Minor,2,135,77,28,55,18,22,15
11.67542970177226,18.15117820642676,Major,23,107,78,39,53,30,11,6
7.164434276804442,34.882873922118605,Major,12,96,54,25,74,14,9,11
-5.549797530018148,-1.0423975306363469,Major,30,123,71,58,70,30,32,19
7.6283790225079375,74.42210365367426,Major,26,90,62,7,62,6,58,6
-1.708416662469156,6.48573329131822,Minor,2,117,72,45,59,14,20,21
-47.23320822686057,-17.19058776429727,Minor,4,133,78,90,84,31,7,4
-32.731433376476524,27.9556443605822,Minor,2,96,74,61,83,11,35,6
-20.648301545207296,-40.25917999211411,Major,1,149,66,85,60,40,14,13
64.55590983573931,19.948490075793664,Minor,26,110,66,32,40,81,11,3
-37.62166576872545,29.02268050956824,Major,30,105,95,62,52,3,5,16
-24.52255384051453,17.84588831212121,Major,22,105,80,69,78,28,11,14
-18.286370833371016,-13.676592076705724,Major,26,134,76,61,58,6,16,3
-15.989810967106328,-53.65523568109688,Minor,8,170,71,59,56,4,27,12
28.856994300130623,48.4902082925818,Major,2,81,59,26,60,46,25,13
-70.43788036735789,-62.29559353069365,Major,1,154,63,75,92,31,91,5
38.74504311038651,-58.16250964603604,Major,29,169,69,69,51,63,38,4
-28.55634174406568,7.68249181531528,Major,29,115,78,64,69,4,7,14
3.6165726715402977,66.10363882702588,Minor,5,84,43,14,74,1,19,8
-18.636301962535075,32.251268806372,Major,18,93,79,58,62,11,11,23
-12.670875202523426,35.166940747080446,Major,21,91,82,47,62,10,10,15
-9.008396863892791,-28.36781398243496,Minor,7,142,82,54,44,6,33,7
6.601203470086542,-6.692274571972012,Major,19,126,78,20,70,1,16,4
31.748955248804688,38.11974330444785,Major,21,97,73,10,44,26,16,8
8.452095100787147,32.19736714417483,Major,2,101,92,59,51,41,26,8
15.444671942497548,35.07015530452957,Minor,6,98,80,23,48,14,6,5
-57.94596391482566,-58.022327626211855,Major,27,154,59,63,89,18,80,9
20.42910954846128,9.433144879818462,Major,14,120,91,63,58,52,31,22
37.43681769266293,-44.56130507187537,Major,17,150,49,4,55,7,6,3
12.134856326060127,-63.94162209085239,Major,21,174,47,27,78,11,10,8
68.02453015295782,-79.16293715060723,Major,1,202,34,25,51,69,18,4
5.077017660248095,-44.05551192143604,Minor,4,153,56,42,52,5,36,24
60.09295816757164,-14.166997271630771,Major,14,142,60,13,37,58,13,3
-9.89817125152925,63.24435796146442,Minor,11,108,84,55,47,26,20,64
4.3220286823115135,-29.897648619428768,Major,2,143,83,25,69,4,23,12
29.04466408582949,69.3555885322063,Major,14,108,67,55,67,60,80,5
-50.10914188142333,21.93563961162064,Minor,1,104,95,78,66,3,4,6
-52.27558872397002,39.55601180722161,Minor,16,93,84,96,79,43,18,11
1.2382790371686203,18.26807701115292,Minor,10,105,65,46,53,16,9,5
84.71866848378471,-41.24524416763629,Major,10,170,44,27,32,89,14,5
-4.409540990899311,-59.4699173076713,Minor,4,178,62,56,66,18,12,5
-3.0468835140489765,-64.25467596576172,Minor,5,176,50,44,76,10,32,5
-15.32251702115573,24.365199868780536,Minor,1,104,80,38,88,11,11,5
-48.60620132563861,50.71671014908153,Major,21,85,70,83,84,31,47,30
-2.246571614035925,8.822422601533528,Minor,30,117,77,69,58,39,26,5
57.87125545370564,63.21860358721318,Major,24,80,52,57,48,86,15,39
43.715590009838905,32.94028315663697,Major,7,98,44,36,41,50,38,5
-7.791709235976031,-64.88586265256568,Minor,2,178,79,58,78,34,11,25
51.20073686804081,-22.926294682617776,Major,8,148,51,27,33,48,22,3
-68.29742606255692,4.449285572066676,Major,24,120,77,94,66,65,38,3
-15.929827322817491,-2.423979523532702,Minor,10,122,68,38,88,1,8,5
-17.880127580745647,-30.486681738409608,Major,1,144,74,75,73,42,9,4
10.723407870132164,45.94637270728786,Major,4,96,93,47,47,33,10,36
-5.833703545360176,-18.35410537547809,Major,24,137,77,35,88,16,17,9
-66.55363192551253,1.5734138512021012,Minor,22,121,94,71,61,12,53,42
41.04585175968118,-9.131862884258087,Minor,21,119,60,10,57,1,50,3
47.71867044711414,32.980865750381334,Major,23,96,72,40,47,71,13,4
39.08997152980422,20.511066294477143,Major,21,111,87,53,52,66,11,5
-32.200950079275245,-29.93979199790573,Major,14,148,90,74,68,14,10,19
-25.771581835879584,-70.6717761096409,Major,3,182,57,80,59,8,6,5
-39.090097147684936,-24.77403184060815,Major,9,141,79,82,86,28,4,9
-38.114369600496,-27.80354001566553,Minor,30,145,76,80,81,19,6,9
-3.931352994193313,27.38221312054508,Minor,25,110,76,26,70,1,41,6
31.982585167333525,-7.491568077341611,Major,16,134,70,35,41,41,10,3
-37.69864295468862,-11.75287163281604,Major,28,130,92,78,62,18,6,10
-33.01022950979065,-35.446895479341,Major,21,145,84,88,53,35,8,7
-14.919289462833683,-14.75088668192064,Minor,5,130,69,36,90,1,15,4
-16.83406591769414,-59.81821508844144,Major,28,173,59,69,53,12,23,3
-12.770163197882498,31.85704860383708,Minor,4,92,75,55,76,25,10,15
-32.604267944464105,18.079245278431543,Minor,5,105,56,57,87,0,10,4
42.14499033063883,-54.25135215474024,Minor,25,175,59,15,64,43,12,10
5.557918981863969,5.287035858912164,Minor,27,120,80,33,70,22,9,4
-5.089655550118184,-25.32025631210202,Minor,24,139,70,77,48,37,12,5
-16.566263142208445,-12.613449600720028,Minor,17,132,59,56,82,12,12,6
35.8471062798352,13.93464005224161,Major,29,114,32,17,74,14,17,3
40.959076097354696,-25.962359835734823,Minor,4,145,54,19,48,36,37,5
